Reading No,Time,Type,Duration,Units,Sequence,Res,EScale,Shape Time,SAMPLE,LOCATION,INSPECTOR,MISC,NOTE,Flags,Mo,Mo Error,Mo CPS/ua,Zr,Zr Error,Zr CPS/ua,Sr,Sr Error,Sr CPS/ua,U,U Error,U CPS/ua,Rb,Rb Error,Rb CPS/ua,Th,Th Error,Th CPS/ua,Pb,Pb Error,Pb CPS/ua,Au,Au Error,Au CPS/ua,Se,Se Error,Se CPS/ua,As,As Error,As CPS/ua,Hg,Hg Error,Hg CPS/ua,Zn,Zn Error,Zn CPS/ua,W,W Error,W CPS/ua,Cu,Cu Error,Cu CPS/ua,Ni,Ni Error,Ni CPS/ua,Co,Co Error,Co CPS/ua,Fe,Fe Error,Fe CPS/ua,Mn,Mn Error,Mn CPS/ua,Cr,Cr Error,Cr CPS/ua,V,V Error,V CPS/ua,Ti,Ti Error,Ti CPS/ua,Sc,Sc Error,Sc CPS/ua,Ca,Ca Error,Ca CPS/ua,K,K Error,K CPS/ua,S,S Error,S CPS/ua,Ba,Ba Error,Ba CPS/ua,Cs,Cs Error,Cs CPS/ua,Te,Te Error,Te CPS/ua,Sb,Sb Error,Sb CPS/ua,Sn,Sn Error,Sn CPS/ua,Cd,Cd Error,Cd CPS/ua,Ag,Ag Error,Ag CPS/ua,Pd,Pd Error,Pd CPS/ua,Bal,Bal Error,Bal CPS/ua,Nb,Nb Error,Nb CPS/ua,Bi,Bi Error,Bi CPS/ua,Re,Re Error,Re CPS/ua,Ta,Ta Error,Ta CPS/ua,Hf,Hf Error,Hf CPS/ua,Al,Al Error,Al CPS/ua,P,P Error,P CPS/ua,Si,Si Error,Si CPS/ua,Cl,Cl Error,Cl CPS/ua,Mg,Mg Error,Mg CPS/ua
100,10/9/2016 11:57,System Check,43.95,cps,Final,169.56,7.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,10/9/2016 11:58,System Check,46.09,cps,Final,157.42,7.21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,10/9/2016 12:02,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,3.66,1.61,0,166.2,4.34,0,192.89,4.27,0,25.69,5.92,0,123.15,3.3,0,9.99,3.05,0,10.72,3.81,0,<LOD,4.38,0,4.48,2.16,0,6.95,2.87,0,<LOD,8.48,0,28.53,6.57,0,<LOD,36.62,0,27.22,11.34,0,106.49,17.81,0,116.16,63.76,0,19221.35,235.37,0,296.98,45.18,0,107.38,13.5,0,950.54,36.05,0,4005.28,87.45,0,120.49,50.47,0,56909.94,764.66,0,30506.54,369.92,0,5658.07,89.42,0,539.23,24.35,0,75.87,5.13,0,101.8,15.34,0,27.93,7.45,0,16.25,4.77,0,8.9,5.61,0,<LOD,5.4,0,<LOD,7.35,0,575215.5,2001.68,0,18.78,1.92,0,8.68,5.39,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,51164.63,840.86,0,2671.72,139.56,0,241964.72,1222.45,0,1283.4,27.69,0,10047.44,1606.53,0
103,10/9/2016 12:07,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,7.19,1.64,0,135.14,4.1,0,233.18,4.66,0,18.38,5.31,0,89.44,2.82,0,9.36,2.96,0,12.24,3.93,0,<LOD,4.62,0,9.64,2.41,0,10.12,3.05,0,<LOD,8.56,0,93.45,8.92,0,<LOD,37.78,0,89.49,13.37,0,140.83,18.66,0,165.33,65.86,0,20249.55,241.94,0,242.53,43.68,0,120.77,20.54,0,580.15,26.14,0,2541.12,64.32,0,136.78,46.7,0,64348.43,768.33,0,22714.36,303.13,0,6291.76,90.41,0,477.66,25.2,0,67.62,5.36,0,91.76,16.04,0,36.59,7.95,0,21.04,5.09,0,12.41,5.97,0,<LOD,5.7,0,<LOD,7.72,0,646838.94,1713.08,0,15.76,1.88,0,<LOD,7.57,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,33169.36,638.43,0,2687.23,124.72,0,190569.88,1049.52,0,781.06,23.21,0,8285.5,1447.35,0
104,10/9/2016 12:11,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,69.94,3.24,0,128.19,3.91,0,170.42,4.01,0,18.74,5.41,0,100.97,2.98,0,8.44,2.95,0,15.16,4.13,0,<LOD,4.45,0,13.2,2.5,0,16.38,3.36,0,<LOD,8.51,0,272.42,13.24,0,<LOD,38.14,0,139.31,14.68,0,201.1,19.66,0,135.51,71.51,0,24360.29,264.8,0,220.12,43.17,0,144.33,21.96,0,1064.71,34.06,0,2827.86,74.44,0,92.74,43.75,0,49749.77,709.59,0,25036.21,331.96,0,9388.42,108.48,0,401.1,24.36,0,60.29,5.25,0,87.4,15.78,0,33.59,7.82,0,15.36,4.95,0,17.53,5.98,0,<LOD,5.66,0,<LOD,7.28,0,645094.75,1717.33,0,14.9,1.87,0,<LOD,7.71,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,35579.3,651.11,0,2870.97,124.62,0,195116.5,1063.12,0,727.31,22.65,0,7031.14,1420.28,0
105,10/9/2016 12:14,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,6.63,2.44,0,151.05,4.25,0,252,4.8,0,11.94,5.01,0,81.12,2.67,0,11.72,3.01,0,10.51,3.75,0,<LOD,4.44,0,5.2,2.21,0,8.87,2.91,0,<LOD,8.48,0,22.84,6.38,0,<LOD,37.01,0,54.65,12.31,0,83.21,17.44,0,<LOD,91.4,0,18195.51,227.33,0,344.67,45.63,0,116.93,22.77,0,475.76,25.81,0,2570.4,66.73,0,204.81,55.99,0,87545.42,918.9,0,23477.93,320.53,0,4429.77,84.7,0,448.34,25.39,0,69.44,5.45,0,103.53,16.41,0,35.23,8.06,0,22.66,5.2,0,15.19,6.11,0,6.87,3.93,0,<LOD,7.69,0,611694.25,1814.64,0,13.22,1.82,0,10.5,5.07,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,35486.21,724.24,0,2233.21,136.37,0,202145.73,1096.82,0,1208.78,28.06,0,9408.27,1679.05,0
106,10/9/2016 12:19,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,21.55,1.82,0,114.11,3.77,0,178.14,4.09,0,24.89,5.46,0,94.64,2.89,0,7.8,2.93,0,20.94,4.41,0,<LOD,4.54,0,13.16,2.51,0,18.78,3.59,0,<LOD,8.36,0,90.89,8.76,0,<LOD,37.22,0,92.67,13.4,0,172.28,19.03,0,<LOD,105.13,0,24107.59,263.39,0,240.67,43.66,0,72.47,11.38,0,667.95,28.25,0,2448.1,66.74,0,89.73,41.73,0,47492.49,679.02,0,21591.74,302.79,0,9629.85,108.31,0,385.17,23.94,0,61.05,5.18,0,81.73,15.52,0,25.79,7.6,0,16.16,4.89,0,<LOD,8.57,0,<LOD,5.6,0,<LOD,7.38,0,639335,1711.96,0,12.84,1.83,0,<LOD,11.58,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,31863.81,602.71,0,2485.42,122.67,0,212247.19,1106.05,0,680.14,21.79,0,6666.41,1366.2,0
107,10/9/2016 12:24,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,326.59,5.56,0,74.39,2.7,0,116.95,3.46,0,103.97,7.16,0,92.07,2.9,0,7.01,3.05,0,30.63,5.06,0,<LOD,5.03,0,17.71,2.79,0,51.09,4.83,0,<LOD,9.83,0,3418.99,44.25,0,<LOD,48.14,0,103.15,14.44,0,285.47,21.78,0,157.65,87.3,0,33124.63,311.73,0,209.48,44.89,0,86.48,14.01,0,871.37,35.08,0,2849.53,80.1,0,<LOD,35.38,0,10437.22,382.12,0,21967.44,324.14,0,25082.76,196.3,0,361.19,22.87,0,49.73,4.93,0,57.03,14.67,0,20.49,7.3,0,9.01,4.59,0,36.76,5.98,0,<LOD,5.12,0,<LOD,7.17,0,580499.44,1920.02,0,23.41,2.07,0,<LOD,6.66,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,35060.78,628.37,0,2791.48,132,0,276389.03,1296.82,0,1096.73,23.44,0,5383.89,1454.68,0
108,10/9/2016 12:29,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,312.73,5.08,0,77.1,2.48,0,56.7,2.37,0,54.08,5.66,0,87.32,2.66,0,7.54,2.78,0,19.41,4.21,0,<LOD,4.48,0,17.55,2.56,0,24.26,3.58,0,<LOD,7.8,0,35.25,6.52,0,<LOD,36.07,0,108.26,13.26,0,297.88,20.17,0,118.74,69.86,0,25457.2,258.21,0,89.54,37.55,0,139.23,16.67,0,2312.8,49.16,0,3091.07,91.96,0,<LOD,37.1,0,11540.72,382.69,0,25908.2,337.62,0,21094.04,177.55,0,154.18,20.52,0,12.97,4.54,0,44.49,13.89,0,20.79,6.92,0,36.74,4.73,0,<LOD,7.86,0,<LOD,4.97,0,<LOD,6.72,0,499467.84,2117,0,16.52,1.84,0,<LOD,8.48,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,48496.27,771.39,0,1194.96,144.4,0,349979.41,1469,0,1213.45,25.46,0,10141.76,1584.73,0
109,10/9/2016 12:35,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,227.84,4.59,0,70.35,2.46,0,59.98,2.47,0,50.13,5.51,0,73.09,2.51,0,6.4,2.73,0,21.67,4.26,0,<LOD,4.3,0,6.49,2.18,0,16.4,3.45,0,<LOD,8.11,0,20.1,6.06,0,<LOD,35.17,0,55.83,12.3,0,138.43,18.26,0,<LOD,90.28,0,18270.41,223.82,0,182.27,40.11,0,52.96,8.59,0,334.99,19.31,0,1891.28,49.47,0,54.04,26.25,0,29054.35,524.87,0,22142.61,298.25,0,20350.88,177.16,0,367.8,25.54,0,58.71,5.56,0,104.94,16.9,0,45.46,8.42,0,40.18,5.59,0,15.17,6.3,0,<LOD,5.98,0,<LOD,7.71,0,562365.88,1964.65,0,15.11,1.86,0,<LOD,7.12,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,36793.07,691.67,0,639,139.49,0,295344.34,1359.55,0,1004.47,26.09,0,10967.27,1630.15,0
110,10/9/2016 12:41,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,507.04,6.38,0,86.1,2.66,0,55.16,2.4,0,71.07,6.14,0,86.45,2.71,0,8.99,2.92,0,24.26,4.49,0,<LOD,4.63,0,11.12,2.44,0,21.57,3.71,0,<LOD,8.39,0,24.4,6.39,0,<LOD,38.05,0,81.92,13.4,0,239.95,20.3,0,129.09,66.19,0,21636.49,242.66,0,136.94,39.26,0,98.66,10.64,0,1111.47,28.95,0,2036.86,57.96,0,<LOD,24.66,0,11209.02,371.02,0,21663.46,309.91,0,20922.48,177.83,0,367.12,26.66,0,67.54,5.86,0,107.03,17.67,0,66.63,9.06,0,44.56,5.91,0,19.43,6.66,0,10.99,4.33,0,9.47,5.73,0,594539.19,1846.19,0,19.31,1.96,0,<LOD,7.42,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,32170.99,618.81,0,1039.97,134.09,0,284155.47,1348.75,0,1152.91,26.49,0,6606.77,1461.11,0
111,10/9/2016 12:49,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,325.76,5.28,0,61.39,2.34,0,54.82,2.39,0,58.1,5.52,0,61.24,2.31,0,8.3,2.82,0,23.13,4.39,0,<LOD,4.22,0,10.36,2.36,0,29.48,3.89,0,<LOD,8.41,0,43.94,7.18,0,<LOD,38.47,0,74.55,13.3,0,200.14,19.72,0,<LOD,100.13,0,22727.03,249.02,0,54.08,35.68,0,80.26,9.1,0,612.93,21.78,0,1437.79,46.57,0,<LOD,21.46,0,10165.39,355.31,0,18450.84,288.02,0,28713.37,226.17,0,<LOD,35.32,0,<LOD,8,0,<LOD,24.17,0,<LOD,15.07,0,60.76,10.55,0,<LOD,9.29,0,<LOD,5.93,0,<LOD,7.73,0,534427.75,1962.18,0,16.45,1.9,0,<LOD,8.75,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,29088.59,623.69,0,1089.05,153.84,0,347054.59,1486.96,0,1103.06,27.49,0,3739.04,1596.4,0
112,10/9/2016 12:53,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,502.06,6.79,0,81.85,2.77,0,56.78,2.59,0,103.68,7.29,0,94.49,3,0,5.95,3.04,0,29.03,5.07,0,<LOD,5.07,0,14.72,2.77,0,34.35,4.47,0,<LOD,10.07,0,4112.73,49.54,0,<LOD,51.66,0,126.64,16.02,0,288.88,22.89,0,156.85,79.48,0,26182.61,281.17,0,163.71,44.02,0,104.85,11.39,0,1164.56,31.64,0,2332.98,64.91,0,<LOD,27.2,0,12486.34,422.8,0,25604.82,358.61,0,26356.31,216.7,0,359.13,27.55,0,54.68,5.99,0,99.15,18.19,0,42.97,9.16,0,33.24,5.94,0,60.38,7.65,0,<LOD,6.55,0,<LOD,8.54,0,573450.94,2039.95,0,20.91,2.11,0,<LOD,6.85,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,44647.39,781.98,0,1335.7,140.77,0,270847.81,1351.07,0,1389.85,29.51,0,7619.72,1686.3,0
113,10/9/2016 13:01,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,288.06,5.47,0,48.89,2.36,0,48.79,2.49,0,46.81,5.62,0,53.97,2.39,0,<LOD,4.12,0,22.69,4.75,0,<LOD,4.54,0,9.76,2.57,0,25.82,4.13,0,<LOD,9.41,0,33.35,7.53,0,<LOD,43.61,0,38.51,14.16,0,189.97,22.01,0,122.53,65.92,0,18035.88,243.34,0,71.74,38.9,0,48.16,5.99,0,424.03,14.22,0,816.51,29.13,0,16.07,9.78,0,4330.62,66.37,0,15936.78,254.66,0,18023.96,177.27,0,88.28,27.91,0,11.06,6.31,0,39.36,19.24,0,21.84,9.65,0,73.28,7.16,0,<LOD,11.03,0,<LOD,7.16,0,<LOD,9.26,0,629498.25,1876.51,0,10,1.97,0,<LOD,6.15,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,18509.22,520.47,0,771.36,143.66,0,282642.19,1505.81,0,1144.55,29.92,0,2799.81,1439,0
114,10/9/2016 13:06,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,402.38,6.18,0,67.5,2.58,0,70.35,2.82,0,121.75,7.33,0,69.05,2.58,0,6.49,3.05,0,29.36,5.22,0,<LOD,5.32,0,28.82,3.25,0,67.87,5.32,0,<LOD,10.44,0,4542,51.88,0,<LOD,53.2,0,115.64,15.72,0,360.69,23.87,0,<LOD,139.15,0,35654.31,329.8,0,191.42,45.85,0,108.51,13.39,0,1293.35,36.97,0,2410.64,74.78,0,63.62,28.15,0,21408.59,531.22,0,20602.97,329.02,0,42963.37,301.8,0,323.63,26.42,0,53.93,5.81,0,111.87,17.76,0,52.99,9.06,0,37.77,5.84,0,84.51,7.82,0,13.24,4.42,0,<LOD,8.37,0,553110.13,2050.24,0,18.72,2.04,0,<LOD,6.56,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,37928.92,739.31,0,1465.27,143.05,0,267633.28,1262.6,0,1561.33,29.55,0,7394.9,1903.76,0
115,10/9/2016 13:14,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,342.64,5.29,0,57.71,2.24,0,50.34,2.27,0,54.67,5.2,0,50.5,2.09,0,7.81,2.68,0,15.12,3.96,0,<LOD,4.42,0,14.38,2.47,0,30.04,3.66,0,<LOD,7.69,0,17.53,5.87,0,<LOD,34.85,0,70.34,12.75,0,163.13,18.63,0,101.64,59.53,0,18334.66,219.96,0,<LOD,50.21,0,71.08,8.67,0,602.79,20.67,0,1225.81,42.62,0,<LOD,20.43,0,5819.59,93.95,0,15757.76,256.68,0,25044.52,204.16,0,36.5,24,0,<LOD,8.13,0,<LOD,24.8,0,<LOD,12.43,0,152.5,11.9,0,<LOD,9.49,0,<LOD,6.08,0,<LOD,8.15,0,563587.5,1857.88,0,13.44,1.82,0,<LOD,9.13,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,23084.75,541.08,0,1032.81,146.52,0,337229.53,1478.4,0,1060.44,26.11,0,2284.2,1437.02,0
116,10/9/2016 13:18,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,222.36,4.29,0,64.43,2.26,0,64.11,2.41,0,42.22,4.85,0,59.94,2.17,0,4.14,2.41,0,13.77,3.64,0,<LOD,4,0,8.07,2.11,0,22.67,3.24,0,<LOD,7.61,0,15.71,5.53,0,<LOD,33.72,0,47.94,11.31,0,162.79,17.46,0,<LOD,81.32,0,16931,203.68,0,103.7,34.74,0,69.99,9.85,0,635.63,24.08,0,1564.1,52.85,0,<LOD,34.8,0,20156.55,437.13,0,17347.24,261.19,0,17828.04,157.18,0,153.14,22.57,0,20.39,5.03,0,36.82,15.21,0,22.02,7.65,0,50.92,5.4,0,<LOD,8.72,0,<LOD,5.55,0,<LOD,7.28,0,549492.75,1856.33,0,12.2,1.71,0,<LOD,5.19,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,28220.34,574.53,0,1076.91,141.53,0,338682.25,1437.97,0,1352.39,26.32,0,5973.01,1421.21,0
117,10/9/2016 13:23,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,402.44,5.47,0,46.29,2,0,45.81,2.11,0,58.95,5.12,0,50.26,2.01,0,<LOD,3.56,0,16.58,3.86,0,<LOD,4.26,0,11.88,2.28,0,25.17,3.42,0,<LOD,7.76,0,78.46,7.76,0,<LOD,34.56,0,44.35,11.34,0,243.85,18.87,0,99.6,56.32,0,17487,207.5,0,97.07,34.95,0,58.92,10.36,0,850.41,26.33,0,1430.48,52.52,0,<LOD,26.52,0,10478.4,319.99,0,14344.2,231.69,0,27563.7,214.79,0,233,22.57,0,36.75,5,0,74.08,15.22,0,37.66,7.65,0,42.72,5.17,0,13.8,5.76,0,5.62,3.67,0,<LOD,7.33,0,534043.5,1881.96,0,10.99,1.72,0,<LOD,5.04,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,23249.68,527.86,0,886.99,146.15,0,365576.22,1515.6,0,1262.88,25.25,0,<LOD,2115.27,0
118,10/9/2016 13:27,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,635.08,7.98,0,84.09,2.97,0,61.86,2.85,0,127.31,8.28,0,100.2,3.26,0,5.29,3.23,0,29.73,5.56,0,<LOD,5.63,0,25.12,3.35,0,43.88,5.06,0,<LOD,11.34,0,4886.28,57.14,0,<LOD,57.57,0,114.57,17.43,0,379.38,26.33,0,147.54,86.82,0,27557.28,304.29,0,68.49,43.93,0,90.67,10.09,0,1558.52,30.56,0,1671.69,54.54,0,25.24,14.57,0,12569.4,409.28,0,22833.65,337.08,0,25337.09,217.18,0,351.47,31.53,0,63.62,6.96,0,116.6,21.11,0,80.59,11.11,0,84.19,7.65,0,84.03,9.25,0,18.9,5.41,0,<LOD,10.27,0,660732.06,1835.11,0,23.13,2.29,0,<LOD,7.26,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,29146.51,625.56,0,1173.72,128.58,0,203188.53,1205.47,0,1211.71,29.15,0,4261.07,1572.56,0
119,10/9/2016 13:31,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,554.76,6.95,0,62.71,2.47,0,58.94,2.58,0,91.16,6.65,0,71.28,2.59,0,4.62,2.85,0,25.43,4.84,0,<LOD,4.92,0,18.61,2.83,0,40.77,4.48,0,<LOD,8.89,0,175.97,11.5,0,<LOD,41.51,0,89.83,14.42,0,284.48,22.15,0,168.38,75.31,0,25144.03,274.27,0,121.84,41.41,0,71.73,9.7,0,825.5,25.18,0,1619.23,51.74,0,<LOD,23.89,0,10689.97,359.24,0,19845.44,295.14,0,29885.13,235.94,0,433.32,27.38,0,79.15,5.98,0,127.89,18.05,0,64.68,9.12,0,36.15,5.83,0,19.72,6.72,0,<LOD,6.38,0,<LOD,8.46,0,564317.5,2008.91,0,19.32,2.05,0,<LOD,6.12,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,31073.86,639.6,0,980.15,143.41,0,304972.84,1424.11,0,1708.96,30.41,0,7040.59,1629.65,0
120,10/9/2016 13:38,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,420.3,5.78,0,60.29,2.29,0,53.82,2.34,0,65.18,5.69,0,67.91,2.39,0,6.14,2.7,0,22.58,4.37,0,<LOD,4.58,0,15.77,2.55,0,37.91,4.06,0,<LOD,8.27,0,504.25,16.77,0,<LOD,37.84,0,64.33,12.77,0,244.79,20.01,0,<LOD,96.17,0,21217.5,236.37,0,73.97,35.96,0,84.73,10.26,0,1008.88,27.26,0,1562.11,52.85,0,<LOD,23.95,0,10644.29,359.89,0,19868.7,294.7,0,23191.37,191.99,0,133.54,24.1,0,19.77,5.42,0,43.41,16.42,0,36.92,8.42,0,50.79,5.8,0,20.37,6.46,0,7.74,4.09,0,<LOD,7.8,0,553152.75,1920.02,0,14.49,1.84,0,<LOD,5.93,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,31427.36,626.22,0,1272.19,145.54,0,326578.28,1433.1,0,1972.9,31.38,0,6052.06,1531.28,0
121,10/9/2016 13:43,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,395.72,5.75,0,69.82,2.47,0,64.91,2.57,0,77.8,6.04,0,66.86,2.41,0,7.95,2.82,0,20.66,4.37,0,<LOD,4.67,0,17.2,2.65,0,35.23,4.02,0,<LOD,8.58,0,990.25,23.36,0,<LOD,40.66,0,67.1,13.23,0,273.13,20.9,0,<LOD,97.9,0,21136.13,239.61,0,65.14,36.73,0,92.27,10.51,0,1245.02,29.08,0,1479.88,53.1,0,<LOD,24.3,0,12084.27,376.06,0,18104.2,283.35,0,26880.16,215.33,0,204.49,25.41,0,31.46,5.65,0,57.73,17.09,0,36.18,8.71,0,57.66,6.07,0,38.62,7.01,0,8.6,4.26,0,<LOD,8.22,0,575214.19,1880.49,0,20.18,1.97,0,<LOD,6.83,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,27520.27,597.95,0,1478.88,145.02,0,305294.66,1398.5,0,1422.29,28.64,0,5226.38,1556.41,0
122,10/9/2016 13:48,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,334.46,5.4,0,55.19,2.28,0,52.26,2.37,0,54.84,5.32,0,46.86,2.08,0,6.11,2.69,0,17.8,4.19,0,<LOD,4.69,0,12.71,2.5,0,27.92,3.76,0,<LOD,8.32,0,22.72,6.29,0,<LOD,37.58,0,40.24,12.18,0,226.47,20.04,0,<LOD,95.05,0,19695.88,234.73,0,146.57,39.73,0,52.04,8.82,0,533.15,20.64,0,1278.5,44.32,0,32.03,17.75,0,13071.88,356.28,0,14784.77,239.58,0,25279.11,205.66,0,457.19,26.14,0,81.38,5.68,0,134.19,17.2,0,61.67,8.63,0,34.5,5.53,0,20.4,6.4,0,11.11,4.16,0,<LOD,8.17,0,552547.75,1929.01,0,11.25,1.83,0,<LOD,6.09,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,23369.27,545.63,0,982.46,145.1,0,340718.34,1486.78,0,2483.23,33.64,0,4244.66,1475.8,0
123,10/9/2016 13:52,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,391.39,5.6,0,69.45,2.38,0,49.53,2.24,0,90.11,6.08,0,63.43,2.29,0,5.41,2.63,0,17.27,4.03,0,<LOD,4.42,0,12.13,2.38,0,34.21,3.8,0,<LOD,8.17,0,217.41,11.57,0,<LOD,36.93,0,55.06,12.29,0,243.48,19.8,0,159.81,68.77,0,24270.78,251.95,0,84.14,36.58,0,82.56,10.61,0,768.49,26.15,0,1626.12,54.44,0,<LOD,33.63,0,18290.15,447.26,0,17591.52,279.02,0,40342.32,285.23,0,196.25,24.62,0,27.24,5.47,0,56.92,16.6,0,39.08,8.46,0,45.18,5.72,0,15.44,6.38,0,<LOD,6,0,<LOD,8.01,0,522934.25,1959.16,0,16.25,1.85,0,<LOD,5.72,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,28979.44,632.84,0,892.17,152.1,0,335797.22,1399.5,0,2064.59,32,0,5006.49,1747.37,0
124,10/9/2016 13:57,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,320.03,5.44,0,67.56,2.5,0,58.1,2.54,0,72.12,6.02,0,57.87,2.33,0,5.75,2.89,0,30.8,5.01,0,<LOD,4.91,0,18.28,2.78,0,50.33,4.78,0,<LOD,9.05,0,115.32,9.72,0,<LOD,40.62,0,102.38,14.62,0,345.44,22.87,0,212.71,87.32,0,34085.92,319.33,0,172.11,43.62,0,92.96,11.58,0,586.59,26.33,0,1398.04,57.39,0,<LOD,36.48,0,18746.39,498.78,0,18209.9,311.25,0,42865.24,304.45,0,459.16,27.66,0,73.6,5.96,0,105.67,17.86,0,56.31,9.02,0,21.36,5.63,0,11.45,6.57,0,7.05,4.28,0,<LOD,8.44,0,511326.88,2055.61,0,14.91,1.92,0,<LOD,6.12,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,30420.66,676.44,0,1370,158.22,0,333047,1402.16,0,1713.74,31.03,0,4554.18,1877.44,0
125,10/9/2016 14:02,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,169.12,4.12,0,68.76,2.44,0,60.95,2.49,0,50.24,5.31,0,59.14,2.27,0,4.72,2.67,0,25.05,4.46,0,<LOD,4.49,0,10.7,2.39,0,29.71,3.93,0,<LOD,8.14,0,18.62,6.05,0,<LOD,37.07,0,46.82,12.39,0,212.29,19.85,0,194.79,73.22,0,26233.59,268.97,0,119.42,38.63,0,63.37,9.47,0,385.84,20.97,0,1360.17,49.51,0,48.57,23.76,0,21934.05,498.13,0,18092.15,292.34,0,30146.67,235.44,0,247.93,25.55,0,39.58,5.65,0,81.58,17.24,0,40.89,8.66,0,47.39,5.89,0,12.82,6.48,0,<LOD,6.22,0,<LOD,8.31,0,535607.81,1964.65,0,10.48,1.77,0,<LOD,5.68,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,28198.82,647.89,0,770.54,153.81,0,324742.13,1411.96,0,5289.94,51.85,0,6218.46,1769.9,0
126,10/9/2016 14:09,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,176.62,4.31,0,79.91,2.62,0,55.09,2.44,0,67.44,5.84,0,59.56,2.32,0,6.5,2.88,0,29.32,4.78,0,<LOD,4.7,0,10.65,2.46,0,36.13,4.3,0,<LOD,8.6,0,29.12,6.73,0,<LOD,38.5,0,87.27,13.49,0,176.78,19.56,0,<LOD,131.62,0,35942.69,325.83,0,191.62,43.04,0,64.88,11.29,0,307.08,23.29,0,1836.01,60,0,<LOD,43.95,0,22462.26,525.12,0,19311.77,310.33,0,56151.98,368.28,0,407.06,25.72,0,67.27,5.58,0,107.29,16.86,0,51.76,8.47,0,41.7,5.6,0,16.26,6.3,0,6.14,4.02,0,<LOD,7.8,0,494964.88,2112.73,0,12.05,1.83,0,<LOD,6.11,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,34001.77,746.92,0,786.65,158.89,0,317996.03,1311.39,0,5689.28,54.12,0,9766.71,2169.81,0
